Ticker,Name
AMWD UW Equity,American Woodmark Corp
6285 TT Equity,Wistron NeWeb Corp
MRFG3 BS Equity,Marfrig Global Foods SA
TA UW Equity,TravelCenters of America Inc
JMART TB Equity,Jay Mart PCL
2607 JT Equity,Fuji Oil Holdings Inc
PNV AT Equity,PolyNovo Ltd
YAHSAT DH Equity,AL Yah Satellite Communications Co-Pjsc-Yah Sat
7327 JT Equity,Daishi Hokuetsu Financial Group Inc
GRNG SS Equity,Granges AB
CHOLAHLD IS Equity,Cholamandalam Financial Holdings Ltd
YPSN SE Equity,Ypsomed Holding AG
IBST LN Equity,Ibstock PLC
RRL AT Equity,Regis Resources Ltd
1888 HK Equity,Kingboard Laminates Holdings Ltd
WARBABAN KK Equity,Warba Bank KSCP
PPH NZ Equity,Pushpay Holdings Ltd
300244 C2 Equity,Dian Diagnostics Group Co Ltd
TOASO TI Equity,Tofas Turk Otomobil Fabrikasi AS
VRAY UQ Equity,ViewRay Inc
000878 C2 Equity,Yunnan Copper Co Ltd
STC KK Equity,Kuwait Telecommunications Co
ALLEI SS Equity,Alleima AB
SHB LN Equity,Shaftesbury PLC
MRL LN Equity,Marlowe PLC
PDFS UW Equity,PDF Solutions Inc
688202 C1 Equity,Shanghai Medicilon Inc
PMZ-U CT Equity,Primaris Real Estate Investment Trust
VCTR UW Equity,Victory Capital Holdings Inc
012750 KP Equity,S-1 Corp
603348 C1 Equity,Wencan Group Co Ltd
000400 C2 Equity,Xuji Electric Co Ltd
PAYTM IS Equity,One 97 Communications Ltd
MTRX IT Equity,Matrix IT Ltd
9605 JT Equity,Toei Co Ltd
601665 C1 Equity,Qilu Bank Co Ltd
CRAYN NO Equity,Crayon Group Holding ASA
9757 JT Equity,Funai Soken Holdings Inc
TWI UN Equity,Titan International Inc
000785 C2 Equity,Easyhome New Retail Group Co Ltd
PUBM UQ Equity,PubMatic Inc
CLW UN Equity,Clearwater Paper Corp
600056 C1 Equity,China Meheco Co Ltd
TBI UN Equity,TrueBlue Inc
600562 C1 Equity,Glarun Technology Co Ltd
SNBR UW Equity,Sleep Number Corp
MAXIS MK Equity,Maxis Bhd
ARCLK TI Equity,Arcelik AS
DND CT Equity,Dye & Durham Ltd
8377 JT Equity,Hokuhoku Financial Group Inc
SLP UW Equity,Simulations Plus Inc
3048 JT Equity,Bic Camera Inc
GPRO UW Equity,GoPro Inc
AKRA IJ Equity,AKR Corporindo Tbk PT
CTBI UW Equity,Community Trust Bancorp Inc
2201 TT Equity,Yulon Motor Co Ltd
300298 C2 Equity,Sinocare Inc
000750 C2 Equity,Sealand Securities Co Ltd
RATOB SS Equity,Ratos AB - Set up for Fundamental Purposes
3487 JT Equity,CRE Logistics REIT Inc
600641 C1 Equity,Shanghai Wanye Enterprises Co Ltd
BDGI CT Equity,Badger Infrastructure Solutions Ltd
8381 JT Equity,San-In Godo Bank Ltd/The
HMSO LN Equity,Hammerson PLC
5434 TT Equity,Topco Scientific Co Ltd
026960 KP Equity,Dongsuh Cos Inc
6432 JT Equity,Takeuchi Manufacturing Co Ltd
JBSS UW Equity,John B Sanfilippo & Son Inc
002245 C2 Equity,Jiangsu Azure Corp
AUR UW Equity,Aurora Innovation Inc
590 HK Equity,Luk Fook Holdings International Ltd
300346 C2 Equity,Jiangsu Nata Opto-electronic Material Co Ltd
ME UW Equity,23andMe Holding Co
552 HK Equity,China Communications Services Corp Ltd
NCC LN Equity,NCC Group PLC
4041 JT Equity,Nippon Soda Co Ltd
IONQ UN Equity,IonQ Inc
KAR AT Equity,Karoon Energy Ltd
FIH/U CT Equity,Fairfax India Holdings Corp
ANGELONE IS Equity,Angel One Ltd
CHEMICAL AB Equity,Saudi Chemical Co Holding
175330 KP Equity,JB Financial Group Co Ltd
004990 KP Equity,Lotte Corp
SMP UN Equity,Standard Motor Products Inc
DLX UN Equity,Deluxe Corp
9917 TT Equity,Taiwan Secom Co Ltd
SHYF UW Equity,Shyft Group Inc/The
2388 TT Equity,Via Technologies Inc
DOGT MK Equity,D&O Green Technologies Bhd
KRNY UW Equity,Kearny Financial Corp/MD
ABUK EC Equity,Abou Kir Fertilizers & Chemical Industries
018880 KP Equity,Hanon Systems
001120 KP Equity,LX INTERNATIONAL CORP
002041 C2 Equity,Shandong Denghai Seeds Co Ltd
000810 C2 Equity,Skyworth Digital Co Ltd
300253 C2 Equity,Winning Health Technology Group Co Ltd
ARIS IM Equity,Ariston Holding NV
3707 TT Equity,Episil Technologies Inc
PETKM TI Equity,Petkim Petrokimya Holding AS
HMS SS Equity,HMS Networks AB
CRAI UW Equity,CRA International Inc
8242 JT Equity,H2O Retailing Corp
1333 JT Equity,Maruha Nichiro Corp
2404 TT Equity,United Integrated Services Co Ltd
SII CT Equity,Sprott Inc
6589 TT Equity,EirGenix Inc
BKL AT Equity,Blackmores Ltd
002747 C2 Equity,Estun Automation Co Ltd
002906 C2 Equity,Foryou Corp
7817 JT Equity,Paramount Bed Holdings Co Ltd
NWH AT Equity,NRW Holdings Ltd
000898 C2 Equity,Angang Steel Co Ltd
OM UW Equity,Outset Medical Inc
SUMICHEM IS Equity,Sumitomo Chemical India Ltd
LTG LN Equity,Learning Technologies Group PLC
9603 JT Equity,HIS Co Ltd
600596 C1 Equity,Zhejiang Xinan Chemical Industrial Group Co Ltd
OPI UW Equity,Office Properties Income Trust
TOKMAN FH Equity,Tokmanni Group Corp
002505 C2 Equity,Pengdu Agriculture & Animal Husbandry Co Ltd
9969 HK Equity,InnoCare Pharma Ltd
ALS CT Equity,Altius Minerals Corp
CAB MK Equity,Carlsberg Brewery Malaysia Bhd
2869 HK Equity,Greentown Service Group Co Ltd
INFA UN Equity,Informatica Inc
EFC UN Equity,Ellington Financial Inc
601908 C1 Equity,Beijing Jingyuntong Technology Co Ltd
HVN PM Equity,Golden MV Holdings Inc
SNI NO Equity,Stolt-Nielsen Ltd
AOSL UW Equity,Alpha & Omega Semiconductor Ltd
MMT FP Equity,Metropole Television SA
3865 JT Equity,Hokuetsu Corp
SLR AT Equity,Silver Lake Resources Ltd
MPI PM Equity,Metro Pacific Investments Corp
000021 C2 Equity,Shenzhen Kaifa Technology Co Ltd
JUST LN Equity,Just Group PLC
6066 HK Equity,CSC Financial Co Ltd
AVD UN Equity,American Vanguard Corp
TGTX UR Equity,TG Therapeutics Inc
600711 C1 Equity,Chengtun Mining Group Co Ltd
ZOMATO IS Equity,Zomato Ltd
DLG MK Equity,Dialog Group Bhd
KNPL IS Equity,Kansai Nerolac Paints Ltd
HIBB UW Equity,Hibbett Inc
601952 C1 Equity,Jiangsu Provincial Agricultural Reclamation and Development Corp
CINT SP Equity,Capitaland India Trust
ECOM UN Equity,ChannelAdvisor Corp
MPCC NO Equity,MPC Container Ships ASA
LAND UQ Equity,Gladstone Land Corp
002585 C2 Equity,Jiangsu Shuangxing Color Plastic New Materials Co Ltd
300726 C2 Equity,Zhuzhou Hongda Electronics Corp Ltd
BRMK UN Equity,Broadmark Realty Capital Inc
RNA UQ Equity,Avidity Biosciences Inc
4915 TT Equity,Primax Electronics Ltd
VTOL UN Equity,Bristow Group Inc
CAR PW Equity,Inter Cars SA
WTE CT Equity,Westshore Terminals Investment Corp
OVH FP Equity,OVH Groupe SAS
3167 JT Equity,TOKAI Holdings Corp
MOZN SE Equity,Mobilezone Holding AG
600529 C1 Equity,Shandong Pharmaceutical Glass Co Ltd
300171 C2 Equity,Tofflon Science & Technology Group Co Ltd
AGEN UR Equity,Agenus Inc
7240 JT Equity,NOK Corp
AMPL UR Equity,Amplitude Inc
5232 JT Equity,Sumitomo Osaka Cement Co Ltd
6407 JT Equity,CKD Corp
CHIB PM Equity,China Banking Corp
BRSP UN Equity,BrightSpire Capital Inc
TFSL UW Equity,TFS Financial Corp
278280 KQ Equity,Chunbo Co Ltd
SUEL IS Equity,Suzlon Energy Ltd
IMAX UN Equity,IMAX Corp
HLX UN Equity,Helix Energy Solutions Group Inc
RECV3 BS Equity,Petroreconcavo SA
CMM AT Equity,Capricorn Metals Ltd
PFIZ IS Equity,Pfizer Ltd
7867 JT Equity,Tomy Co Ltd
SUSE GY Equity,SUSE SA
2368 TT Equity,Gold Circuit Electronics Ltd
JM SS Equity,JM AB
7381 JT Equity,Hokkoku Financial Holdings Inc
MSLH LN Equity,Marshalls PLC
ABP AT Equity,Abacus Property Group
ANDINAB CC Equity,Embotelladora Andina SA
002138 C2 Equity,Shenzhen Sunlord Electronics Co Ltd
CYL IS Equity,Cyient Ltd
002092 C2 Equity,Xinjiang Zhongtai Chemical Co Ltd
FTK GY Equity,flatexDEGIRO AG
8958 JT Equity,Global One Real Estate Investment Corp
PLYM UN Equity,Plymouth Industrial REIT Inc
TTEN3 BS Equity,Tres Tentos Agroindustrial SA
300432 C2 Equity,Mianyang Fulin Precision Co Ltd
NFBK UW Equity,Northfield Bancorp Inc
002456 C2 Equity,OFILM Group Co Ltd
DIFI IT Equity,Direct Finance of Direct Group 2006 Ltd
QFIN UW Equity,360 DigiTech Inc
SYM UQ Equity,Symbotic Inc
8129 JT Equity,Toho Holdings Co Ltd
002324 C2 Equity,Shanghai Pret Composites Co Ltd
CCU CC Equity,Cia Cervecerias Unidas SA
PRTC LN Equity,PureTech Health PLC
MTH SJ Equity,Motus Holdings Ltd
AND CT Equity,Andlauer Healthcare Group Inc
OBL AT Equity,Omni Bridgeway Ltd
3569 JT Equity,Seiren Co Ltd
TFI FP Equity,Television Francaise 1
005290 KQ Equity,Dongjin Semichem Co Ltd
GBF GY Equity,Bilfinger SE
RYI UN Equity,Ryerson Holding Corp
1407 JT Equity,West Holdings Corp
AMWL UN Equity,American Well Corp
819 HK Equity,Tianneng Power International Ltd
SES UN Equity,SES AI Corp
JLG AT Equity,Johns Lyng Group Ltd
GTCAP PM Equity,GT Capital Holdings Inc
ALM SQ Equity,Almirall SA
603444 C1 Equity,G-bits Network Technology Xiamen Co Ltd
4044 JT Equity,Central Glass Co Ltd
GESCO IS Equity,Great Eastern Shipping Co Ltd/The
1448 HK Equity,Fu Shou Yuan International Group Ltd
NABL UN Equity,N-able Inc
6588 JT Equity,Toshiba TEC Corp
TITN UW Equity,Titan Machinery Inc
MORF UQ Equity,Morphic Holding Inc
6135 JT Equity,Makino Milling Machine Co Ltd
BALY UN Equity,Bally's Corp
BACHOCOB MF Equity,Industrias Bachoco SAB de CV
BCG IS Equity,Brightcom Group Ltd
601098 C1 Equity,China South Publishing & Media Group Co Ltd
AYDEM TI Equity,Aydem Yenilenebilir Enerji AS
HLUNA DC Equity,H Lundbeck A/S
KROS UQ Equity,Keros Therapeutics Inc
5423 JT Equity,Tokyo Steel Manufacturing Co Ltd
CHS UN Equity,Chico's FAS Inc
7189 JT Equity,Nishi-Nippon Financial Holdings Inc
CGC AT Equity,Costa Group Holdings Ltd
AACL IS Equity,Alkyl Amines Chemicals
3387 JT Equity,Create Restaurants Holdings Inc
NX UN Equity,Quanex Building Products Corp
SHA GY Equity,Schaeffler AG
FPI UN Equity,Farmland Partners Inc
8977 JT Equity,Hankyu Hanshin REIT Inc
IDL FP Equity,ID Logistics Group
600110 C1 Equity,Nuode New Materials Co Ltd
ANIM IM Equity,Anima Holding SpA
KEL CT Equity,Kelt Exploration Ltd
REPL UW Equity,Replimune Group Inc
ICHR UW Equity,Ichor Holdings Ltd
DNO NO Equity,DNO ASA
ARQT UW Equity,Arcutis Biotherapeutics Inc
SPI LN Equity,Spire Healthcare Group PLC
605111 C1 Equity,Wuxi NCE Power Co Ltd
067630 KQ Equity,HLB Life Science CO LTD
300627 C2 Equity,Shanghai Huace Navigation Technology Ltd
VGI TB Equity,VGI PCL
139130 KP Equity,DGB Financial Group Inc
600933 C1 Equity,IKD Co Ltd
XIOR BB Equity,Xior Student Housing NV
601677 C1 Equity,Henan Mingtai Al Industrial Co Ltd
SHED LN Equity,Urban Logistics REIT PLC
EHAB UN Equity,Enhabit Inc
RICK UQ Equity,RCI Hospitality Holdings Inc
PCAR3 BS Equity,Cia Brasileira de Distribuicao
MCB UN Equity,Metropolitan Bank Holding Corp
NKTR UW Equity,Nektar Therapeutics
002155 C2 Equity,Hunan Gold Corp Ltd
CDREIT SP Equity,CDL Hospitality Trusts
FLOW NA Equity,Flow Traders
DFI SP Equity,DFI Retail Group Holdings Ltd
039490 KP Equity,KIWOOM Securities Co Ltd
HCM UW Equity,HUTCHMED China Ltd
600580 C1 Equity,Wolong Electric Group Co Ltd
MGROS TI Equity,Migros Ticaret AS
BJRI UW Equity,BJ's Restaurants Inc
SATS UW Equity,EchoStar Corp
300070 C2 Equity,Beijing Originwater Technology Co Ltd
3331 HK Equity,Vinda International Holdings Ltd
CQE AT Equity,Charter Hall Social Infrastructure REIT
UTIAM IS Equity,UTI Asset Management Co Ltd
002318 C2 Equity,Zhejiang JIULI Hi-tech Metals Co Ltd
603866 C1 Equity,Toly Bread Co Ltd
002984 C2 Equity,Qingdao Sentury Tire Co Ltd
000875 C2 Equity,Jilin Electric Power Co Ltd
603317 C1 Equity,Sichuan Teway Food Group Co Ltd
361610 KP Equity,SK IE Technology Co Ltd
GLOBAL TB Equity,Siam Global House PCL
AMBP UN Equity,Ardagh Metal Packaging SA
CCF UA Equity,Chase Corp
002985 C2 Equity,Beijing Bei Mo Gao Ke Friction Material Co Ltd
7994 JT Equity,Okamura Corp
1310 HK Equity,HKBN Ltd
3899 HK Equity,CIMC Enric Holdings Ltd
GNP IS Equity,Glenmark Pharmaceuticals Ltd
000559 C2 Equity,Wanxiang Qianchao Co Ltd
FNKO UW Equity,Funko Inc
MTC TB Equity,Muangthai Capital PCL
APTUS IS Equity,Aptus Value Housing Finance India Ltd
AGI PM Equity,Alliance Global Group Inc
BRY UW Equity,Berry Corp
TNET BB Equity,Telenet Group Holding NV
600395 C1 Equity,Guizhou Panjiang Refined Coal Co Ltd
1196 HK Equity,Realord Group Holdings Ltd
MANYAVAR IS Equity,Vedant Fashions Ltd
NCCB SS Equity,NCC AB
300376 C2 Equity,East Group Co Ltd
MCW UN Equity,Mister Car Wash Inc
GSHD UW Equity,Goosehead Insurance Inc
EXCL IJ Equity,XL Axiata Tbk PT
956 HK Equity,China Suntien Green Energy Corp Ltd
GOOD UW Equity,Gladstone Commercial Corp
ACCD UW Equity,Accolade Inc
VTEX IS Equity,Vardhman Textiles Ltd
IPO LN Equity,IP Group PLC
3653 TT Equity,Jentech Precision Industrial Co Ltd
4958 JT Equity,T Hasegawa Co Ltd
3863 JT Equity,Nippon Paper Industries Co Ltd
OSW UR Equity,OneSpaWorld Holdings Ltd
DMC PM Equity,DMCI Holdings Inc
002436 C2 Equity,Shenzhen Fastprint Circuit Tech Co Ltd
YDUQ3 BS Equity,YDUQS Participacoes SA
000688 C2 Equity,Guocheng Mining Co Ltd
3962 JT Equity,Change Inc
TGR AT Equity,Tassal Group Ltd
000547 C2 Equity,Addsino Co Ltd
2206 TT Equity,Sanyang Motor Co Ltd
000636 C2 Equity,Guangdong Fenghua Advanced Technology Holding Co Ltd
PNBN IJ Equity,Bank Pan Indonesia Tbk PT
SUMO UW Equity,Sumo Logic Inc
COLBUN CC Equity,Colbun SA
KECI IS Equity,KEC International Ltd
FINEORG IS Equity,Fine Organic Industries Ltd
UPONOR FH Equity,Uponor Oyj
WETF UW Equity,WisdomTree Investments Inc
CANO UN Equity,Cano Health Inc
TRST UW Equity,TrustCo Bank Corp NY
BIOGB SS Equity,BioGaia AB
CCOLA TI Equity,Coca-Cola Icecek AS
CK TB Equity,CH Karnchang PCL
8098 JT Equity,Inabata & Co Ltd
FMBH UQ Equity,First Mid Bancshares Inc
3191 JT Equity,Joyful Honda Co Ltd
TSE UN Equity,Trinseo PLC
TTLS IS Equity,Tata Teleservices Maharashtra Ltd
GUD AT Equity,GUD Holdings Ltd
6619 JT Equity,W-Scope Corp
MBK PW Equity,mBank SA
6371 JT Equity,Tsubakimoto Chain Co
2492 JT Equity,Infomart Corp
SHC UW Equity,Sotera Health Co
MERY FP Equity,Mercialys SA
HEIM MK Equity,Heineken Malaysia Bhd
8TRA GY Equity,Traton SE
9899 HK Equity,Cloud Music Inc
688019 C1 Equity,Anji Microelectronics Technology Shanghai Co Ltd
EDR CT Equity,Endeavour Silver Corp
375500 KP Equity,DL E&C Co Ltd
ALESK FP Equity,Esker SA
9889 HK Equity,Dongguan Rural Commercial Bank Co Ltd
603279 C1 Equity,Jingjin Equipment Inc
USNA UN Equity,USANA Health Sciences Inc
001040 KP Equity,CJ Corp
MYE UN Equity,Myers Industries Inc
ARBN SE Equity,Arbonia AG
PRG UN Equity,PROG Holdings Inc
DBI AT Equity,Dalrymple Bay Infrastructure Ltd
7564 JT Equity,Workman Co Ltd
SGS AB Equity,Saudi Ground Services Co
SGH UW Equity,SMART Global Holdings Inc
002727 C2 Equity,Yixintang Pharmaceutical Group Co Ltd
000970 C2 Equity,Beijing Zhong Ke San Huan High-Tech Co Ltd
FBMS UQ Equity,First Bancshares Inc/The
NAN AT Equity,Nanosonics Ltd
ECN CT Equity,ECN Capital Corp
SCHL UW Equity,Scholastic Corp
600808 C1 Equity,Maanshan Iron & Steel Co Ltd
300294 C2 Equity,China Resources Boya Bio-pharmaceutical Group Co Ltd
DCP SJ Equity,Dis-Chem Pharmacies Ltd
SPOST SP Equity,Singapore Post Ltd
SCS UN Equity,Steelcase Inc
RFMD SP Equity,Raffles Medical Group Ltd
3042 TT Equity,TXC Corp
600895 C1 Equity,Shanghai Zhangjiang High-Tech Park Development Co Ltd
SIA CT Equity,Sienna Senior Living Inc
ATEC UW Equity,Alphatec Holdings Inc
KIDS UQ Equity,OrthoPediatrics Corp
2548 TT Equity,Huaku Development Co Ltd
028670 KP Equity,Pan Ocean Co Ltd
SYAB GY Equity,Synlab AG
RUTH UW Equity,Ruth's Hospitality Group Inc
MYEG MK Equity,My EG Services Bhd
600116 C1 Equity,Chongqing Three Gorges Water Conservancy & Electric Power Co Ltd
600498 C1 Equity,Fiberhome Telecommunication Technologies Co Ltd
RAKCEC DH Equity,Ras Al Khaimah Ceramics
ONEE TB Equity,One Enterprise Public Co Ltd/The
002044 C2 Equity,Meinian Onehealth Healthcare Holdings Co Ltd
YY UW Equity,JOYY Inc
EFGN SE Equity,EFG International AG
1798 HK Equity,China Datang Corp Renewable Power Co Ltd
NEOE3 BS Equity,Neoenergia SA
DGH SJ Equity,Distell Group Holdings Ltd
002273 C2 Equity,Zhejiang Crystal-Optech Co Ltd
MANU UN Equity,Manchester United Plc
COMP UN Equity,Compass Inc
300009 C2 Equity,Anhui Anke Biotechnology Group Co Ltd
HONE UW Equity,HarborOne Bancorp Inc
GLV ID Equity,Glenveagh Properties PLC
1409 TT Equity,Shinkong Synthetic Fibers Corp
PGSUS TI Equity,Pegasus Hava Tasimaciligi AS
BWLPG NO Equity,BW LPG Ltd
VHP NZ Equity,Vital Healthcare Property Trust
9010 JT Equity,Fuji Kyuko Co Ltd
RADI UQ Equity,Radius Global Infrastructure Inc
VO IS Equity,Vinati Organics Ltd
300855 C2 Equity,Jiangsu ToLand Alloy Co Ltd
WHIRL IS Equity,Whirlpool of India Ltd
DANE IT Equity,Danel Adir Yeoshua Ltd
4095 JT Equity,Nihon Parkerizing Co Ltd
300001 C2 Equity,Qingdao TGOOD Electric Co Ltd
4189 JT Equity,KH Neochem Co Ltd
2296 JT Equity,Itoham Yonekyu Holdings Inc
600663 C1 Equity,Shanghai Lujiazui Finance & Trade Zone Development Co Ltd
023530 KP Equity,Lotte Shopping Co Ltd
BXC UN Equity,BlueLinx Holdings Inc
CAC UW Equity,Camden National Corp
CHRS UQ Equity,Coherus Biosciences Inc
1227 TT Equity,Standard Foods Corp
NAPA UN Equity,Duckhorn Portfolio Inc/The
VIP IS Equity,VIP Industries Ltd
1969 JT Equity,Takasago Thermal Engineering Co Ltd
WAF AT Equity,West African Resources Ltd
6182 TT Equity,Wafer Works Corp
285130 KP Equity,SK Chemicals Co Ltd
WE UN Equity,WeWork Inc
300679 C2 Equity,Electric Connector Technology Co Ltd
003035 C2 Equity,China Southern Power Grid Energy Efficiency&Clean Energy Co Ltd
TILE UW Equity,Interface Inc
6257 TT Equity,Sigurd Microelectronics Corp
ECVT UN Equity,Ecovyst Inc
603927 C1 Equity,Sinosoft Co Ltd
357780 KQ Equity,Soulbrain Co Ltd
GPRK UN Equity,Geopark Ltd
MTGB SS Equity,Modern Times Group MTG AB
UFPT UR Equity,UFP Technologies Inc
002958 C2 Equity,Qingdao Rural Commercial Bank Corp
1926 JT Equity,Raito Kogyo Co Ltd
CRNC UW Equity,Cerence Inc
DHG ID Equity,Dalata Hotel Group PLC
000623 C2 Equity,Jilin Aodong Pharmaceutical Group Co Ltd
4686 JT Equity,Justsystems Corp
DFM DB Equity,Dubai Financial Market PJSC
MLAB UW Equity,Mesa Laboratories Inc
APM AT Equity,APM Human Services International ltd
2730 JT Equity,EDION Corp
600323 C1 Equity,Grandblue Environment Co Ltd
4128 TT Equity,Microbio Co Ltd
MEPC AB Equity,Middle East Paper Co
AG1 GY Equity,Auto1 Group SE
TKIM IJ Equity,Pabrik Kertas Tjiwi Kimia Tbk PT
AMBC UN Equity,Ambac Financial Group Inc
002250 C2 Equity,Lianhe Chemical Technology Co Ltd
GSBC UW Equity,Great Southern Bancorp Inc
VVEO3 BS Equity,CM Hospitalar SA
000686 C2 Equity,Northeast Securities Co Ltd
600820 C1 Equity,Shanghai Tunnel Engineering Co Ltd
688568 C1 Equity,Geovis Technology Co Ltd
MGOR IT Equity,Mega Or Holdings Ltd
OSBC UW Equity,Old Second Bancorp Inc
DESN SE Equity,Dottikon Es Holding AG
052020 KQ Equity,STCUBE
9939 TT Equity,Taiwan Hon Chuan Enterprise Co Ltd
000060 C2 Equity,Shenzhen Zhongjin Lingnan Nonfemet Co Ltd
PRJ IS Equity,Praj Industries Ltd
BDE IS Equity,Blue Dart Express Ltd
ATRLJB SS Equity,Atrium Ljungberg AB
TANLA IS Equity,Tanla Platforms Ltd
PFDAVVND CX Equity,Banco Davivienda SA
IMG CT Equity,IAMGOLD Corp
142 HK Equity,First Pacific Co Ltd
OPK UW Equity,OPKO Health Inc
NARH IS Equity,Narayana Hrudayalaya Ltd
000537 C2 Equity,China Green Electricity Investment of Tianjin Co Ltd
FORG UN Equity,ForgeRock Inc
INBK IS Equity,Indian Bank
AMCX UW Equity,AMC Networks Inc
6807 JT Equity,Japan Aviation Electronics Industry Ltd
CKF AT Equity,Collins Foods Ltd
DENN UR Equity,Denny's Corp
601222 C1 Equity,Jiangsu Linyang Energy Co Ltd
300725 C2 Equity,PharmaBlock Sciences Nanjing Inc
6727 JT Equity,Wacom Co Ltd
THG TB Equity,Thonburi Healthcare Group PCL
603906 C1 Equity,Jiangsu Lopal Tech Co Ltd
OLA CT Equity,Orla Mining Ltd
MCRB UW Equity,Seres Therapeutics Inc
CERS UQ Equity,Cerus Corp
CESC IS Equity,CESC Ltd
ELM LN Equity,Elementis PLC
8016 TT Equity,Sitronix Technology Corp
LNZ AV Equity,Lenzing AG
VLA FP Equity,Valneva SE
300827 C2 Equity,Sineng Electric Co Ltd
000657 C2 Equity,China Tungsten And Hightech Materials Co Ltd
BJE IS Equity,Bajaj Electricals Ltd
002429 C2 Equity,Shenzhen MTC Co Ltd
WKP LN Equity,Workspace Group PLC
1434 TT Equity,Formosa Taffeta Co Ltd
TXG CT Equity,Torex Gold Resources Inc
BBSI UW Equity,Barrett Business Services Inc
FAN LN Equity,Volution Group PLC
JBLU UW Equity,JetBlue Airways Corp
4626 JT Equity,Taiyo Holdings Co Ltd
PHARM NA Equity,Pharming Group NV
2979 JT Equity,SOSiLA Logistics REIT Inc
LTFH IS Equity,L&T Finance Holdings Ltd
EIF CT Equity,Exchange Income Corp
MOR GY Equity,MorphoSys AG
601000 C1 Equity,TangShan Port Group Co Ltd
OSK CT Equity,Osisko Mining Inc
002380 KP Equity,KCC Corp
002936 C2 Equity,Bank of Zhengzhou Co Ltd
HZO UN Equity,MarineMax Inc
RMLI IT Equity,Rami Levy Chain Stores Hashikma Marketing 2006 Ltd
8050 JT Equity,Seiko Group Corp
REC BB Equity,Recticel SA
MCOVB SS Equity,Medicover AB
4928 JT Equity,Noevir Holdings Co Ltd
SESL FP Equity,SES-imagotag SA
1513 TT Equity,Chung-Hsin Electric & Machinery Manufacturing Corp
000930 C2 Equity,COFCO Biotechnology Co Ltd
1128 HK Equity,Wynn Macau Ltd
SBS GY Equity,STRATEC SE
TLW LN Equity,Tullow Oil PLC
002558 C2 Equity,Giant Network Group Co Ltd
IDYA UW Equity,Ideaya Biosciences Inc
RES SJ Equity,Resilient REIT Ltd
EID IS Equity,EID Parry India Ltd
1735 HK Equity,Central Holding Group Co Ltd
FC UN Equity,Franklin Covey Co
300821 C2 Equity,Shandong Dongyue Organosilicon Material Co Ltd
YORW UW Equity,York Water Co/The
300418 C2 Equity,Kunlun Tech Co Ltd
CCO UN Equity,Clear Channel Outdoor Holdings Inc
GDYN UR Equity,Grid Dynamics Holdings Inc
605090 C1 Equity,Jiangxi Jovo Energy Co Ltd
300088 C2 Equity,Wuhu Token Science Co Ltd
600131 C1 Equity,State Grid Information & Communication Co Ltd
OTLY UW Equity,Oatly Group AB
6781 TT Equity,Advanced Energy Solution Holding Co Ltd
2815 JT Equity,Ariake Japan Co Ltd
CEVA UW Equity,CEVA Inc
TR UN Equity,Tootsie Roll Industries Inc
9716 JT Equity,Nomura Co Ltd
683 HK Equity,Kerry Properties Ltd
BOBNN SE Equity,Bobst Group SA
CLEAN IS Equity,Clean Science & Technology Ltd
RET BB Equity,Retail Estates NV
300383 C2 Equity,Beijing Sinnet Technology Co Ltd
008930 KP Equity,Hanmi Science Co ltd
GRBK UN Equity,Green Brick Partners Inc
TASE IT Equity,Tel Aviv Stock Exchange Ltd
000860 C2 Equity,Beijing Shunxin Agriculture Co Ltd
LPSN UW Equity,LivePerson Inc
7412 JT Equity,Atom Corp
DELTA IS Equity,Delta Corp Ltd
DOLE UN Equity,Dole PLC
CGG FP Equity,CGG SA
9505 JT Equity,Hokuriku Electric Power Co
BLNK UR Equity,Blink Charging Co
2001 JT Equity,Nippn Corp
AVO UW Equity,Mission Produce Inc
AGTI UN Equity,Agiliti Inc
600882 C1 Equity,Shanghai Milkground Food Tech Co Ltd
UIS UN Equity,Unisys Corp
WINA UQ Equity,Winmark Corp
SPNS UW Equity,Sapiens International Corp NV
001914 C2 Equity,China Merchants Property Operation & Service Co Ltd
OX2 SS Equity,OX2 AB
PNE3 GY Equity,PNE AG
QLG MK Equity,QL Resources Bhd
ORL IT Equity,Oil Refineries Ltd
KNTK UQ Equity,Kinetik Holdings Inc
6049 HK Equity,Poly Property Services Co Ltd
MAPI IJ Equity,Mitra Adiperkasa Tbk PT
4123 TT Equity,Center Laboratories Inc
002157 C2 Equity,Jiangxi Zhengbang Technology Co Ltd
108320 KQ Equity,LX Semicon Co Ltd
6878 HK Equity,Differ Group Auto Ltd
300083 C2 Equity,Guangdong Create Century Intelligent Equipment Group Corp Ltd
002010 C2 Equity,Transfar Zhilian Co Ltd
3101 JT Equity,Toyobo Co Ltd
CANF IS Equity,Can Fin Homes Ltd
002036 C2 Equity,LianChuang Electronic Technology Co Ltd
600295 C1 Equity,Inner Mongolia ERDOS Resources Co Ltd
1833 JT Equity,Okumura Corp
COOR SS Equity,Coor Service Management Holding AB
SIMH3 BS Equity,SIMPAR SA
000935 C2 Equity,Sichuan Hexie Shuangma Co Ltd
DXCO3 BS Equity,Dexco SA
RST LN Equity,Restore PLC
MUSTI FH Equity,Musti Group Oyj
MERC UW Equity,Mercer International Inc
002607 C2 Equity,Offcn Education Technology Co Ltd
FFIC UW Equity,Flushing Financial Corp
112040 KQ Equity,Wemade Co Ltd
CNXN UW Equity,PC Connection Inc
